No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Ward Code,Ward Name,Party Code,Political Party Name,Abbrv,Gender
1,GATHURA,PETER NJOROGE,1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,27,JUBILEE PARTY,JP,Male
2,JOHN,OUCHO ABURA,1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,IND,INDEPENDENT,IND,Male
3,JUBA,AHMED KIBWANA,1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
4,KITHOME,RICHARD KIMANZI,1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
5,LIECH,VITALICE ABONGO,1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,62,AMANI NATIONAL CONGRESS,ANC,Male
6,Makarani,Fadhili Mwalimu,1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
7,MASIAH,ERICK KAVAI,1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
8,OJAL,PATRICK OTIENO,1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,60,VIBRANT DEMOCRATIC PARTY,VDP,Male
9,ABDI,HARUN HASSAN,1,MOMBASA,1,CHANGAMWE,2,KIPEVU,27,JUBILEE PARTY,JP,Male
10,BONIFACE,FAITH MWENDE,1,MOMBASA,1,CHANGAMWE,2,KIPEVU,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Female
11,KONDO,IBRAHIM ABDALLA,1,MOMBASA,1,CHANGAMWE,2,KIPEVU,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
12,MBAYA,KHAMISI JUMA,1,MOMBASA,1,CHANGAMWE,2,KIPEVU,IND,INDEPENDENT,IND,Male
13,MUTILI,BENJAMIN MULANDI,1,MOMBASA,1,CHANGAMWE,2,KIPEVU,IND,INDEPENDENT,IND,Male
14,KINGADA,KEVIN KEEGAN,1,MOMBASA,1,CHANGAMWE,3,AIRPORT,58,REPUBLICAN LIBERTY PARTY,RLP,Male
15,MOHAMED,AL-HAJJ OMAR BADI,1,MOMBASA,1,CHANGAMWE,3,AIRPORT,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
16,MULATYA,PHILIP WAMBUA,1,MOMBASA,1,CHANGAMWE,3,AIRPORT,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
17,OMONDI,IBRAHIM OYUGI,1,MOMBASA,1,CHANGAMWE,3,AIRPORT,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
18,OPATA,JACKSON OKWAYO,1,MOMBASA,1,CHANGAMWE,3,AIRPORT,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
19,SHALI,HASSAN MOHAMMED,1,MOMBASA,1,CHANGAMWE,3,AIRPORT,27,JUBILEE PARTY,JP,Male
20,TEBO,CHARLES OWUOR RAPUL,1,MOMBASA,1,CHANGAMWE,3,AIRPORT,IND,INDEPENDENT,IND,Male
21,ABDI,SULEIMAN HASSAN,1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,76,THIRDWAY ALLIANCE KENYA,TAK,Male
22,IBRAHIM,HUSSEIN MOHAMED,1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,62,AMANI NATIONAL CONGRESS,ANC,Male
23,MAINGI,PATRICK MWENDWA,1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
24,MIGUNA,DOMNIC OTIENO,1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
25,MUTHUSI,SIMON MUOKA,1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,27,JUBILEE PARTY,JP,Male
26,OGUTU,BENARD OCHIENG,1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
27,OUNDO,FRANCIS HERBREW HAJJ,1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,IND,INDEPENDENT,IND,Male
28,RACHUONYO,SAMUEL OKOTH,1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,IND,INDEPENDENT,IND,Male
29,ASANYO,ZACHARIA NYABERI,1,MOMBASA,1,CHANGAMWE,5,CHAANI,25,PROGRESSIVE PARTY OF KENYA,PPOK,Male
30,ATHIANY,WYCKLIFFE ODHIAMBO,1,MOMBASA,1,CHANGAMWE,5,CHAANI,IND,INDEPENDENT,IND,Male
31,EKASIBA,JOSPHAT OMUNYIN,1,MOMBASA,1,CHANGAMWE,5,CHAANI,60,VIBRANT DEMOCRATIC PARTY,VDP,Male
32,FONDO,ELIAS FURAHA CHARO,1,MOMBASA,1,CHANGAMWE,5,CHAANI,64,UNITED DEMOCRATIC PARTY,UDP,Male
33,JACKAN,JOHN MWAKINA,1,MOMBASA,1,CHANGAMWE,5,CHAANI,75,EMPOWERMENT AND LIBERATION PARTY,ELP,Male
34,KENYAMBI,VICTOR NYANG'AU,1,MOMBASA,1,CHANGAMWE,5,CHAANI,IND,INDEPENDENT,IND,Male
35,KISEKA,ALI BWENGE,1,MOMBASA,1,CHANGAMWE,5,CHAANI,IND,INDEPENDENT,IND,Male
36,KYAKA,JUNIOR WAMBUA,1,MOMBASA,1,CHANGAMWE,5,CHAANI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
37,MAWEU,MARTIN MAKAU,1,MOMBASA,1,CHANGAMWE,5,CHAANI,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
38,MOHAMED,MUSTAFA ABDI,1,MOMBASA,1,CHANGAMWE,5,CHAANI,27,JUBILEE PARTY,JP,Male
39,MULE,STEPHEN MUSYOKA,1,MOMBASA,1,CHANGAMWE,5,CHAANI,IND,INDEPENDENT,IND,Male
40,MUSYOKI,DAVID MWENDWA,1,MOMBASA,1,CHANGAMWE,5,CHAANI,IND,INDEPENDENT,IND,Male
41,NATO,MICHAEL BARASA,1,MOMBASA,1,CHANGAMWE,5,CHAANI,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
42,ONDIEKI,KENNETH GITONGA,1,MOMBASA,1,CHANGAMWE,5,CHAANI,IND,INDEPENDENT,IND,Male
43,ONYANGO,GEORGE SAMWEL,1,MOMBASA,1,CHANGAMWE,5,CHAANI,49,FEDERAL PARTY OF KENYA,FPK,Male
44,AHAMED,NASSIB BADI,1,MOMBASA,2,JOMVU,6,JOMVU KUU,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
45,BRAMWEL,OCHIENG MICHAEL,1,MOMBASA,2,JOMVU,6,JOMVU KUU,IND,INDEPENDENT,IND,Male
46,EMMANUEL MAKAZI,SAFARI,1,MOMBASA,2,JOMVU,6,JOMVU KUU,IND,INDEPENDENT,IND,Male
47,ISSA,MWACHANGE MOHAMED,1,MOMBASA,2,JOMVU,6,JOMVU KUU,42,SHIRIKISHO PARTY OF KENYA,SPK,Male
48,JUMANNE,YUSUF KAPERA,1,MOMBASA,2,JOMVU,6,JOMVU KUU,62,AMANI NATIONAL CONGRESS,ANC,Male
49,KARANI,RICHARD MDUNE,1,MOMBASA,2,JOMVU,6,JOMVU KUU,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
50,MOSE,JOSHUA ONG'AU,1,MOMBASA,2,JOMVU,6,JOMVU KUU,IND,INDEPENDENT,IND,Male
51,NGALA,CHARO CHOME,1,MOMBASA,2,JOMVU,6,JOMVU KUU,27,JUBILEE PARTY,JP,Male
52,OKUMU,PAUL WANYAMA,1,MOMBASA,2,JOMVU,6,JOMVU KUU,IND,INDEPENDENT,IND,Male
53,ONYANGO,STANLEY VINCENT OMONDI,1,MOMBASA,2,JOMVU,6,JOMVU KUU,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
54,SALIM,SHEBE ATHUMAN,1,MOMBASA,2,JOMVU,6,JOMVU KUU,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
55,WAINAINA,DANIEL KARANJA,1,MOMBASA,2,JOMVU,6,JOMVU KUU,IND,INDEPENDENT,IND,Male
56,WETHA,PETER NDEMANGE,1,MOMBASA,2,JOMVU,6,JOMVU KUU,60,VIBRANT DEMOCRATIC PARTY,VDP,Male
57,BAYA,KIBWANA SWALEH,1,MOMBASA,2,JOMVU,7,MIRITINI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
58,BISHER,BISHER YAHYA,1,MOMBASA,2,JOMVU,7,MIRITINI,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
59,BWARU,ABDALLAH CHOGA,1,MOMBASA,2,JOMVU,7,MIRITINI,64,UNITED DEMOCRATIC PARTY,UDP,Male
60,KIMWELE,MWANGI,1,MOMBASA,2,JOMVU,7,MIRITINI,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
61,LUBAMBO,JUMA ATHUMAN,1,MOMBASA,2,JOMVU,7,MIRITINI,IND,INDEPENDENT,IND,Male
62,MBUVI,ALEXANDER MWANZIA,1,MOMBASA,2,JOMVU,7,MIRITINI,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
63,MUTURI,STEPHEN MAINA,1,MOMBASA,2,JOMVU,7,MIRITINI,27,JUBILEE PARTY,JP,Male
64,MWAJABE,ALI OMAR,1,MOMBASA,2,JOMVU,7,MIRITINI,IND,INDEPENDENT,IND,Male
65,MWAMJENI,MWICHANDE SALIM,1,MOMBASA,2,JOMVU,7,MIRITINI,60,VIBRANT DEMOCRATIC PARTY,VDP,Male
66,NASSOR,SAID ALI,1,MOMBASA,2,JOMVU,7,MIRITINI,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
67,NDETO,ESTHER MWELU,1,MOMBASA,2,JOMVU,7,MIRITINI,40,NEW DEMOCRATS,ND,Female
68,NYANGE,MOHAMED WAMASHA,1,MOMBASA,2,JOMVU,7,MIRITINI,62,AMANI NATIONAL CONGRESS,ANC,Male
69,OPINGO,PETER AKHWESA,1,MOMBASA,2,JOMVU,7,MIRITINI,IND,INDEPENDENT,IND,Male
70,BWIRE,CHARLES OKUMU,1,MOMBASA,2,JOMVU,8,MIKINDANI,62,AMANI NATIONAL CONGRESS,ANC,Male
71,MUKARIA,JOHN KIREMA,1,MOMBASA,2,JOMVU,8,MIKINDANI,60,VIBRANT DEMOCRATIC PARTY,VDP,Male
72,MUKARIA,THIANGETA FREDRICK,1,MOMBASA,2,JOMVU,8,MIKINDANI,27,JUBILEE PARTY,JP,Male
73,MULAMA,NOEL ELISHA,1,MOMBASA,2,JOMVU,8,MIKINDANI,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
74,MUNGA,MKOMBE,1,MOMBASA,2,JOMVU,8,MIKINDANI,37,NATIONAL AGENDA PARTY OF KENYA,NAPK,Male
75,MUTUKU,DICKSON MUOKI,1,MOMBASA,2,JOMVU,8,MIKINDANI,IND,INDEPENDENT,IND,Male
76,MWATELA,BENEDICT CHIGAMBA,1,MOMBASA,2,JOMVU,8,MIKINDANI,30,KENYA AFRICAN DEMOCRATIC UNION-ASILI,KADU-ASILI,Male
77,NYAMAI,ALI SWALEH,1,MOMBASA,2,JOMVU,8,MIKINDANI,IND,INDEPENDENT,IND,Male
78,ONUKO,MOSES OCHIENG O,1,MOMBASA,2,JOMVU,8,MIKINDANI,61,CITIZENS CONVENTION PARTY,CCP,Male
79,ONYANGO,DUNCAN ODHIAMBO,1,MOMBASA,2,JOMVU,8,MIKINDANI,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
80,OWUODHO,JACKTON OBUYA,1,MOMBASA,2,JOMVU,8,MIKINDANI,IND,INDEPENDENT,IND,Male
81,THOYA,JUMA RENSON,1,MOMBASA,2,JOMVU,8,MIKINDANI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
82,ABDALLA,FAHAD KASSIM,1,MOMBASA,3,KISAUNI,9,MJAMBERE,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
83,ALI,MOHAMED FARID,1,MOMBASA,3,KISAUNI,9,MJAMBERE,27,JUBILEE PARTY,JP,Male
84,CHENGO,MOHAMMED KHERI,1,MOMBASA,3,KISAUNI,9,MJAMBERE,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
85,JUMA,SAID ABDUL RAHMAN,1,MOMBASA,3,KISAUNI,9,MJAMBERE,30,KENYA AFRICAN DEMOCRATIC UNION-ASILI,KADU-ASILI,Male
86,MASUDI,SWALEH,1,MOMBASA,3,KISAUNI,9,MJAMBERE,IND,INDEPENDENT,IND,Male
87,MWABASHIRI,KHAMIS ALI,1,MOMBASA,3,KISAUNI,9,MJAMBERE,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
88,BWIRE,MUSUMBA RAPHAEL,1,MOMBASA,3,KISAUNI,10,JUNDA,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
89,JUMA,ASADI MOHAMED,1,MOMBASA,3,KISAUNI,10,JUNDA,IND,INDEPENDENT,IND,Male
90,MWABOZA,AMANI CHIFWETE,1,MOMBASA,3,KISAUNI,10,JUNDA,IND,INDEPENDENT,IND,Male
91,MWADIME,HERBERT MWAMBURI,1,MOMBASA,3,KISAUNI,10,JUNDA,30,KENYA AFRICAN DEMOCRATIC UNION-ASILI,KADU-ASILI,Male
92,MWAKARIBU,ALI KHAMISI MWALIGULU,1,MOMBASA,3,KISAUNI,10,JUNDA,27,JUBILEE PARTY,JP,Male
93,NJUGUNA,ANTHONY MAINA,1,MOMBASA,3,KISAUNI,10,JUNDA,58,REPUBLICAN LIBERTY PARTY,RLP,Male
94,OGETO,BERNARD AGASA,1,MOMBASA,3,KISAUNI,10,JUNDA,9,KENYA NATIONAL CONGRESS,KNC,Male
95,OKELLO,DOMNIQUE OTIENO,1,MOMBASA,3,KISAUNI,10,JUNDA,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
96,ONG'ONDO,DAVID OCHIENG,1,MOMBASA,3,KISAUNI,10,JUNDA,60,VIBRANT DEMOCRATIC PARTY,VDP,Male
97,ONJE,PAUL OSWAGO,1,MOMBASA,3,KISAUNI,10,JUNDA,IND,INDEPENDENT,IND,Male
98,TSUMA,JOHN LUGWARU,1,MOMBASA,3,KISAUNI,10,JUNDA,36,CHAMA CHA UZALENDO,CCU,Male
99,TUNJE,BONIFACE MWANGOME,1,MOMBASA,3,KISAUNI,10,JUNDA,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
100,YAA,JOHN SAMINI,1,MOMBASA,3,KISAUNI,10,JUNDA,17,AGANO PARTY,AGANO,Male
101,BOTANY,EDDY DUME,1,MOMBASA,3,KISAUNI,11,BAMBURI,64,UNITED DEMOCRATIC PARTY,UDP,Male
102,DODOY,JAMES EDWARD BILAHI,1,MOMBASA,3,KISAUNI,11,BAMBURI,IND,INDEPENDENT,IND,Male
103,GUANTAI,ALLAN KAIMENYI,1,MOMBASA,3,KISAUNI,11,BAMBURI,IND,INDEPENDENT,IND,Male
104,KADENGE,PRINCE ZAWADI,1,MOMBASA,3,KISAUNI,11,BAMBURI,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
105,KITSAO,RIZIKI FUNDI,1,MOMBASA,3,KISAUNI,11,BAMBURI,IND,INDEPENDENT,IND,Male
106,MAINGI,VINCENT KIKUMU,1,MOMBASA,3,KISAUNI,11,BAMBURI,27,JUBILEE PARTY,JP,Male
107,MRETO,HAMISI KAEMA,1,MOMBASA,3,KISAUNI,11,BAMBURI,IND,INDEPENDENT,IND,Male
108,MTANA,HARVEY MWAHUNGA,1,MOMBASA,3,KISAUNI,11,BAMBURI,60,VIBRANT DEMOCRATIC PARTY,VDP,Male
109,MWAEGA,ROBERT NYIRO,1,MOMBASA,3,KISAUNI,11,BAMBURI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
110,MWALUNGO,CHIKO MICHAEL,1,MOMBASA,3,KISAUNI,11,BAMBURI,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
111,MWATSUMA,JUMA KAPSA,1,MOMBASA,3,KISAUNI,11,BAMBURI,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
112,NDAGO,KELVIN KAI,1,MOMBASA,3,KISAUNI,11,BAMBURI,30,KENYA AFRICAN DEMOCRATIC UNION-ASILI,KADU-ASILI,Male
113,DIDA,EMANNUEL NDORO,1,MOMBASA,3,KISAUNI,12,MWAKIRUNGE,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
114,Kautu,Sammy Mwadzame,1,MOMBASA,3,KISAUNI,12,MWAKIRUNGE,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
115,MADZUNGU,FESTUS SAHA,1,MOMBASA,3,KISAUNI,12,MWAKIRUNGE,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
116,MBURA,FEDDIS SALAME,1,MOMBASA,3,KISAUNI,12,MWAKIRUNGE,IND,INDEPENDENT,IND,Female
117,MLALA,RAMA KOMBO,1,MOMBASA,3,KISAUNI,12,MWAKIRUNGE,30,KENYA AFRICAN DEMOCRATIC UNION-ASILI,KADU-ASILI,Male
118,MWAPONDA,NICODEMUS CHIVILA,1,MOMBASA,3,KISAUNI,12,MWAKIRUNGE,27,JUBILEE PARTY,JP,Male
119,MWATSAMA,CAIN LWAMBI,1,MOMBASA,3,KISAUNI,12,MWAKIRUNGE,60,VIBRANT DEMOCRATIC PARTY,VDP,Male
120,CHERUIYOT,NICHOLAS KIBIWOTT,1,MOMBASA,3,KISAUNI,13,MTOPANGA,40,NEW DEMOCRATS,ND,Male
121,Chireri,Lucy Chizi,1,MOMBASA,3,KISAUNI,13,MTOPANGA,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Female
122,GENYA,EUSTINA IDZA,1,MOMBASA,3,KISAUNI,13,MTOPANGA,27,JUBILEE PARTY,JP,Female
123,JOSEPH,MAXWELL MASAI,1,MOMBASA,3,KISAUNI,13,MTOPANGA,IND,INDEPENDENT,IND,Female
124,JUMA,HASSAN KHAMIS,1,MOMBASA,3,KISAUNI,13,MTOPANGA,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
125,KAJEMBE,OMAR ABDI,1,MOMBASA,3,KISAUNI,13,MTOPANGA,62,AMANI NATIONAL CONGRESS,ANC,Male
126,KALAMA,VICTORIA CHITSAKA,1,MOMBASA,3,KISAUNI,13,MTOPANGA,60,VIBRANT DEMOCRATIC PARTY,VDP,Female
127,MASHA,ALEXANDER BATO,1,MOMBASA,3,KISAUNI,13,MTOPANGA,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
128,MASHA,MASHA IBRAHIM,1,MOMBASA,3,KISAUNI,13,MTOPANGA,IND,INDEPENDENT,IND,Male
129,MATANDI,EVERLINE SHIDA,1,MOMBASA,3,KISAUNI,13,MTOPANGA,64,UNITED DEMOCRATIC PARTY,UDP,Female
130,MUKUDI,DAVID RAPHAEL,1,MOMBASA,3,KISAUNI,13,MTOPANGA,IND,INDEPENDENT,IND,Male
131,OKELLO,TONY CLEAONS,1,MOMBASA,3,KISAUNI,13,MTOPANGA,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
132,RAMADHAN,JOSEPH FURAHA,1,MOMBASA,3,KISAUNI,13,MTOPANGA,30,KENYA AFRICAN DEMOCRATIC UNION-ASILI,KADU-ASILI,Male
133,BEDZORO,MATANO MOHAMED,1,MOMBASA,3,KISAUNI,14,MAGOGONI,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
134,MWANDEMBO,FRANCO DOUGLAS,1,MOMBASA,3,KISAUNI,14,MAGOGONI,IND,INDEPENDENT,IND,Male
135,RAJAB,KHAMIS MWAGUNI,1,MOMBASA,3,KISAUNI,14,MAGOGONI,27,JUBILEE PARTY,JP,Male
136,SHOMARI,ALI MOHAMED,1,MOMBASA,3,KISAUNI,14,MAGOGONI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
137,CHARO,AGNES NYEVU,1,MOMBASA,3,KISAUNI,15,SHANZU,IND,INDEPENDENT,IND,Female
138,KALUME,MICHAEL LEWA,1,MOMBASA,3,KISAUNI,15,SHANZU,30,KENYA AFRICAN DEMOCRATIC UNION-ASILI,KADU-ASILI,Male
139,KATANA,ALLEN RODGES,1,MOMBASA,3,KISAUNI,15,SHANZU,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
140,KENANI,PETER OMARI,1,MOMBASA,3,KISAUNI,15,SHANZU,62,AMANI NATIONAL CONGRESS,ANC,Male
141,KHAMIS,OMAR,1,MOMBASA,3,KISAUNI,15,SHANZU,64,UNITED DEMOCRATIC PARTY,UDP,Male
142,KIEMA,TITUS,1,MOMBASA,3,KISAUNI,15,SHANZU,27,JUBILEE PARTY,JP,Male
143,MAYAKA,EVANS OMBUI,1,MOMBASA,3,KISAUNI,15,SHANZU,5,CHAMA MWANGAZA DAIMA,CMD,Male
144,MUTHOKA,KENNETH MAUNDU,1,MOMBASA,3,KISAUNI,15,SHANZU,9,KENYA NATIONAL CONGRESS,KNC,Male
145,MWAWASI,MAIMUNA SALIM,1,MOMBASA,3,KISAUNI,15,SHANZU,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Female
146,STEPHEN,KARISA SAMUEL,1,MOMBASA,3,KISAUNI,15,SHANZU,IND,INDEPENDENT,IND,Male
147,WEKESA,JAMES MARTIN,1,MOMBASA,3,KISAUNI,15,SHANZU,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
148,ABDALLA,ALI MOHAMED,1,MOMBASA,4,NYALI,16,FRERE TOWN,62,AMANI NATIONAL CONGRESS,ANC,Male
149,KALAMA,ALPHONCE KATANA,1,MOMBASA,4,NYALI,16,FRERE TOWN,36,CHAMA CHA UZALENDO,CCU,Male
150,KAZURI,SAMUEL MWAMBEGU,1,MOMBASA,4,NYALI,16,FRERE TOWN,27,JUBILEE PARTY,JP,Male
151,KITULA,CHARLES JUMA,1,MOMBASA,4,NYALI,16,FRERE TOWN,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
152,MWAGARI,MOHEMEDI MOHEMEDI,1,MOMBASA,4,NYALI,16,FRERE TOWN,30,KENYA AFRICAN DEMOCRATIC UNION-ASILI,KADU-ASILI,Male
153,NGELA,DAVID ARNOLD,1,MOMBASA,4,NYALI,16,FRERE TOWN,IND,INDEPENDENT,IND,Male
154,NGUNZA,FREDRICK KAHINDI,1,MOMBASA,4,NYALI,16,FRERE TOWN,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
155,NYOLU,DANIEL MUNYASIA,1,MOMBASA,4,NYALI,16,FRERE TOWN,IND,INDEPENDENT,IND,Male
156,THOYA,AMIR MOHAMED,1,MOMBASA,4,NYALI,16,FRERE TOWN,IND,INDEPENDENT,IND,Male
157,ARIGI,ERNEST ARNOLD,1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,60,VIBRANT DEMOCRATIC PARTY,VDP,Male
158,BENARD,ANTHONY MUSYOKA,1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,IND,INDEPENDENT,IND,Male
159,BUYEKANE,CHRISANTUS INGOI,1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
160,KALUME,SALIM DAUID,1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
161,NGETI,JACOB MBALU,1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,30,KENYA AFRICAN DEMOCRATIC UNION-ASILI,KADU-ASILI,Male
162,ONYUKA,FELIX OCHIENG,1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,IND,INDEPENDENT,IND,Male
163,OWAKO,ALFRED OTIENO,1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
164,THUO,JOHN GAITHURI,1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,27,JUBILEE PARTY,JP,Male
165,TSANGWA,FURAHA AZIZI,1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
166,GEOFFREY,GICHANA NYAGWAYA,1,MOMBASA,4,NYALI,18,MKOMANI,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
167,JUMA,DUNCAN WANGA,1,MOMBASA,4,NYALI,18,MKOMANI,IND,INDEPENDENT,IND,Male
168,LUNYAMA,EPAPHRAS MAGUMBA,1,MOMBASA,4,NYALI,18,MKOMANI,64,UNITED DEMOCRATIC PARTY,UDP,Male
169,MUNYAO,JANE MUENI,1,MOMBASA,4,NYALI,18,MKOMANI,13,DEMOCRATIC PARTY OF KENYA,DP,Female
170,ODUOR,PRISCILA AKINYI,1,MOMBASA,4,NYALI,18,MKOMANI,60,VIBRANT DEMOCRATIC PARTY,VDP,Female
171,OGONYO,JOB OCHIENG,1,MOMBASA,4,NYALI,18,MKOMANI,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
172,OPEYA,KIZITO OKOTH,1,MOMBASA,4,NYALI,18,MKOMANI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
173,OTIENO,DUNCAN ODHIAMBO,1,MOMBASA,4,NYALI,18,MKOMANI,27,JUBILEE PARTY,JP,Male
174,SAMO,STEPHEN OKWARO,1,MOMBASA,4,NYALI,18,MKOMANI,IND,INDEPENDENT,IND,Male
175,SHIVOKA,OSCAR SHIKONO,1,MOMBASA,4,NYALI,18,MKOMANI,62,AMANI NATIONAL CONGRESS,ANC,Male
176,ABUBAKAR,MOHAMED ABDURAHMAN,1,MOMBASA,4,NYALI,19,KONGOWEA,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
177,ALWAR,EVANS OMONDI,1,MOMBASA,4,NYALI,19,KONGOWEA,62,AMANI NATIONAL CONGRESS,ANC,Male
178,KIREMA,JOSEPH MUTHAMIA,1,MOMBASA,4,NYALI,19,KONGOWEA,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
179,KOBIA,ALEXANDER KANGENTU,1,MOMBASA,4,NYALI,19,KONGOWEA,13,DEMOCRATIC PARTY OF KENYA,DP,Male
180,MATHEKA,MUTISO JACKSON,1,MOMBASA,4,NYALI,19,KONGOWEA,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
181,MUIGAI,SAMUEL MWAURA,1,MOMBASA,4,NYALI,19,KONGOWEA,27,JUBILEE PARTY,JP,Male
182,MWASYA,ROBERT MUSILI,1,MOMBASA,4,NYALI,19,KONGOWEA,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
183,OMAR,ABRARI MOHAMMED,1,MOMBASA,4,NYALI,19,KONGOWEA,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
184,ABOGE,MICHAEL ODHIAMBO,1,MOMBASA,4,NYALI,20,KADZANDANI,37,NATIONAL AGENDA PARTY OF KENYA,NAPK,Male
185,DZIMBA,JOHN TUVA,1,MOMBASA,4,NYALI,20,KADZANDANI,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
