No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Ward Code,Ward Name,Party Code,Political Party Name,Abbrv,Gender
1955,M'MUTIA,HENRY MWORIA,12,MERU,51,IGEMBE SOUTH,252,KIEGOI ANTUBOCHIU,38,PEOPLES EMPOWERMENT PARTY,PEP,Male
1956,MAUTA,ROMANO MIRITI,12,MERU,51,IGEMBE SOUTH,252,KIEGOI ANTUBOCHIU,13,DEMOCRATIC PARTY OF KENYA,DP,Male
1957,MUNORU,NKATHA JANE,12,MERU,51,IGEMBE SOUTH,252,KIEGOI ANTUBOCHIU,33,KENYA AFRICAN NATIONAL UNION,KANU,Female
1958,NGEERA,JAMES MUGAMBI,12,MERU,51,IGEMBE SOUTH,252,KIEGOI ANTUBOCHIU,IND,INDEPENDENT,IND,Male
1959,NGEERA,PAUL MICHENI,12,MERU,51,IGEMBE SOUTH,252,KIEGOI ANTUBOCHIU,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
1960,NGUTHARI,JOSEPH KOBIA,12,MERU,51,IGEMBE SOUTH,252,KIEGOI ANTUBOCHIU,27,JUBILEE PARTY,JP,Male
1961,JACOB,ADAMSON MURIKI,12,MERU,51,IGEMBE SOUTH,253,ATHIRU GAITI,27,JUBILEE PARTY,JP,Male
1962,JOSEPH,MICHAEL KOBIA,12,MERU,51,IGEMBE SOUTH,253,ATHIRU GAITI,IND,INDEPENDENT,IND,Male
1963,KAMENCU,ALBERT KIMATHI,12,MERU,51,IGEMBE SOUTH,253,ATHIRU GAITI,IND,INDEPENDENT,IND,Male
1964,KARUMA,MOSES,12,MERU,51,IGEMBE SOUTH,253,ATHIRU GAITI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
1965,KARUTI,LAWI KANGWANA,12,MERU,51,IGEMBE SOUTH,253,ATHIRU GAITI,62,AMANI NATIONAL CONGRESS,ANC,Male
1966,M'MWAITHIA,JOSPHAT BAARIU,12,MERU,51,IGEMBE SOUTH,253,ATHIRU GAITI,13,DEMOCRATIC PARTY OF KENYA,DP,Male
1967,MIRITI,NAHASON KIRIMI,12,MERU,51,IGEMBE SOUTH,253,ATHIRU GAITI,14,PARTY OF NATIONAL UNITY,PNU,Male
1968,MUNGANIA,KOBIA FRANCIS,12,MERU,51,IGEMBE SOUTH,253,ATHIRU GAITI,IND,INDEPENDENT,IND,Male
1969,MUNORU,CIANO JULIUS,12,MERU,51,IGEMBE SOUTH,253,ATHIRU GAITI,38,PEOPLES EMPOWERMENT PARTY,PEP,Male
1970,MURUNGI,PATRICK MUTWIRI,12,MERU,51,IGEMBE SOUTH,253,ATHIRU GAITI,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
1971,ISAAC,MICHUBU M ITABARI,12,MERU,51,IGEMBE SOUTH,254,AKACHIU,27,JUBILEE PARTY,JP,Male
1972,LINTURI,CHARLES KINYUA,12,MERU,51,IGEMBE SOUTH,254,AKACHIU,31,KENYA PATRIOTS PARTY,KPP,Male
1973,M'MUCHEKE,SILAS MITHIKA,12,MERU,51,IGEMBE SOUTH,254,AKACHIU,14,PARTY OF NATIONAL UNITY,PNU,Male
1974,MACHOKI,DAVID BAITOME,12,MERU,51,IGEMBE SOUTH,254,AKACHIU,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
1975,MURURU,FLORAH KAGENDO,12,MERU,51,IGEMBE SOUTH,254,AKACHIU,33,KENYA AFRICAN NATIONAL UNION,KANU,Female
1976,NTONJIRA,ELIJAH KIMATHI,12,MERU,51,IGEMBE SOUTH,254,AKACHIU,IND,INDEPENDENT,IND,Male
1977,KANYERA,DOMINIC KIMATHI,12,MERU,51,IGEMBE SOUTH,255,KANUNI,22,PEOPLES PARTY OF KENYA,PPK,Male
1978,KATHUO,KIMATHI JADIEL,12,MERU,51,IGEMBE SOUTH,255,KANUNI,13,DEMOCRATIC PARTY OF KENYA,DP,Male
1979,MUGAMBI,JOSPHAT,12,MERU,51,IGEMBE SOUTH,255,KANUNI,27,JUBILEE PARTY,JP,Male
1980,NTALALA,SAFARI GODFREY,12,MERU,51,IGEMBE SOUTH,255,KANUNI,14,PARTY OF NATIONAL UNITY,PNU,Male
1981,GICHUNGE,AMBROSE,12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU,27,JUBILEE PARTY,JP,Male
1982,IKIOME,RICHARD GITARI,12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU,IND,INDEPENDENT,IND,Male
1983,ITUMITU,MORRIS NTARANGWI,12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU,14,PARTY OF NATIONAL UNITY,PNU,Male
1984,JACOB,MWENDIA ANTONY,12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU,13,DEMOCRATIC PARTY OF KENYA,DP,Male
1985,KALUMA,MUTETHIA BONFACE,12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU,IND,INDEPENDENT,IND,Male
1986,KARITHI,JAMES,12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU,34,SAFINA,SAFINA,Male
1987,KIRAMANA,GEORGE KIMATHI,12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU,IND,INDEPENDENT,IND,Male
1988,LAICHENA,NATHAN MPEKETHU,12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
1989,M'ARIMBA,SHADRACK KARURU,12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
1990,MUNORU,STEPHEN ANANJA,12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU,IND,INDEPENDENT,IND,Male
1991,NAITULI,THIAINE SHADRACK,12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU,38,PEOPLES EMPOWERMENT PARTY,PEP,Male
1992,NTOITI,FLORENCE KANARIO,12,MERU,52,IGEMBE CENTRAL,256,AKIRANG'ONDU,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Female
1993,AMBAU,JULIUS KABIRA,12,MERU,52,IGEMBE CENTRAL,257,ATHIRU RUUJINE,14,PARTY OF NATIONAL UNITY,PNU,Male
1994,BAARIU,MICHA KOOME,12,MERU,52,IGEMBE CENTRAL,257,ATHIRU RUUJINE,27,JUBILEE PARTY,JP,Male
1995,KOBIA,JAPHET KIRIMI,12,MERU,52,IGEMBE CENTRAL,257,ATHIRU RUUJINE,IND,INDEPENDENT,IND,Male
1996,LAWRENCE,KANAMPIU MUTHOMI,12,MERU,52,IGEMBE CENTRAL,257,ATHIRU RUUJINE,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
1997,M'ABUAYA,JAMES RIUNGU,12,MERU,52,IGEMBE CENTRAL,257,ATHIRU RUUJINE,IND,INDEPENDENT,IND,Male
1998,M'ATINGO,MORRIS KIMATHI,12,MERU,52,IGEMBE CENTRAL,257,ATHIRU RUUJINE,13,DEMOCRATIC PARTY OF KENYA,DP,Male
1999,M'ITHANA,AMOS KIUMO,12,MERU,52,IGEMBE CENTRAL,257,ATHIRU RUUJINE,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2000,MUNGERIA,MIMARIA HENRY,12,MERU,52,IGEMBE CENTRAL,257,ATHIRU RUUJINE,IND,INDEPENDENT,IND,Male
2001,MURATHI,SUSET KAGWIRIA,12,MERU,52,IGEMBE CENTRAL,257,ATHIRU RUUJINE,IND,INDEPENDENT,IND,Female
2002,BARUNGU,JACOB KIMATHI,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,13,DEMOCRATIC PARTY OF KENYA,DP,Male
2003,KARAI,ROBERT KIRIINYA,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,19,KENYA SOCIAL CONGRESS,KSC,Male
2004,KIREMA,M'KANAKE JOSEPH,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2005,M'AMANJA,HENRY KITHURE,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,22,PEOPLES PARTY OF KENYA,PPK,Male
2006,MATHEWS,GITONGA BERNARD N,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,14,PARTY OF NATIONAL UNITY,PNU,Male
2007,MULINDU,MIRITI JOSEPH,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,17,AGANO PARTY,AGANO,Male
2008,MUNGATHIA,STEPHEN,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,IND,INDEPENDENT,IND,Male
2009,MUTHARIMI,NICHOLAS,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,IND,INDEPENDENT,IND,Male
2010,MUTIRIA,MURITHI TITUS,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,27,JUBILEE PARTY,JP,Male
2011,MUTUMA,JAMES MUTEMBEI,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,5,CHAMA MWANGAZA DAIMA,CMD,Male
2012,NKATHA,LUCY,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Female
2013,NTARANGWI,DOMISIANO KUBAI,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,10,MAZINGIRA GREENS PARTY OF KENYA,MGPK,Male
2014,THURANIRA,FELIX JULIUS,12,MERU,52,IGEMBE CENTRAL,258,IGEMBE EAST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
2015,BERNARD,MICUBU MUROKI,12,MERU,52,IGEMBE CENTRAL,259,NJIA,27,JUBILEE PARTY,JP,Male
2016,DANIEL,JOSHUA BAARIU,12,MERU,52,IGEMBE CENTRAL,259,NJIA,13,DEMOCRATIC PARTY OF KENYA,DP,Male
2017,ISAIAH,KAINGA MUTWIRI,12,MERU,52,IGEMBE CENTRAL,259,NJIA,IND,INDEPENDENT,IND,Male
2018,KABERIA,HENRY MBIRITHI,12,MERU,52,IGEMBE CENTRAL,259,NJIA,34,SAFINA,SAFINA,Male
2019,KAMUI,GIDEON GITONGA,12,MERU,52,IGEMBE CENTRAL,259,NJIA,14,PARTY OF NATIONAL UNITY,PNU,Male
2020,KANG'AU,MOSES KOOME,12,MERU,52,IGEMBE CENTRAL,259,NJIA,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2021,KANYARU,ISAIAH KIRIMI MUTIRITHIA,12,MERU,52,IGEMBE CENTRAL,259,NJIA,31,KENYA PATRIOTS PARTY,KPP,Male
2022,KAREMA,EUNICE,12,MERU,52,IGEMBE CENTRAL,259,NJIA,10,MAZINGIRA GREENS PARTY OF KENYA,MGPK,Female
2023,KARUTI,DOUGLAS KINOTI,12,MERU,52,IGEMBE CENTRAL,259,NJIA,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
2024,M'IBUATHU,ISAIAH KAUNYANGI,12,MERU,52,IGEMBE CENTRAL,259,NJIA,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
2025,MAORE,MORRIS NDIN'GURI,12,MERU,52,IGEMBE CENTRAL,259,NJIA,54,CHAMA CHA MASHINANI,CCM,Male
2026,MKANDURA,STANLEY LIMBERE,12,MERU,52,IGEMBE CENTRAL,259,NJIA,IND,INDEPENDENT,IND,Male
2027,MURATANYA,KIURU HARRISON,12,MERU,52,IGEMBE CENTRAL,259,NJIA,8,RESTORE AND BUILD KENYA,RBK,Male
2028,MURIUNGI,ALEX MURITHI,12,MERU,52,IGEMBE CENTRAL,259,NJIA,IND,INDEPENDENT,IND,Male
2029,MURIUNGI,JOSHUA MWITI,12,MERU,52,IGEMBE CENTRAL,259,NJIA,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA,Male
2030,MURUNGI,ANTHONY MWENDA,12,MERU,52,IGEMBE CENTRAL,259,NJIA,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
2031,MWENDA,MARTIN NGORE,12,MERU,52,IGEMBE CENTRAL,259,NJIA,44,PARTY OF DEMOCRATIC UNITY,PDU,Male
2032,MWIRICHIA,GEORGE MWENEMERU,12,MERU,52,IGEMBE CENTRAL,259,NJIA,IND,INDEPENDENT,IND,Male
2033,STANLEY,JULIUS GITONGA,12,MERU,52,IGEMBE CENTRAL,259,NJIA,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA,Male
2034,GATUYU,MARTIN KABERIA,12,MERU,52,IGEMBE CENTRAL,260,KANGETA,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2035,KABERIA,PATRICK MWITHALII,12,MERU,52,IGEMBE CENTRAL,260,KANGETA,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
2036,KABURWA,STEPHEN MUNENE,12,MERU,52,IGEMBE CENTRAL,260,KANGETA,27,JUBILEE PARTY,JP,Male
2037,KALAINE,STANLEY NTHIANA,12,MERU,52,IGEMBE CENTRAL,260,KANGETA,IND,INDEPENDENT,IND,Male
2038,KIENDE,MARICELLA,12,MERU,52,IGEMBE CENTRAL,260,KANGETA,63,DEVOLUTION PARTY OF KENYA,DPK,Female
2039,M'NGUTHARI,ISAIAH KALUNYU,12,MERU,52,IGEMBE CENTRAL,260,KANGETA,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
2040,MUBWIKA,HENRY MUTUA,12,MERU,52,IGEMBE CENTRAL,260,KANGETA,IND,INDEPENDENT,IND,Male
2041,MWITO,MUGAMBI ROMANO,12,MERU,52,IGEMBE CENTRAL,260,KANGETA,14,PARTY OF NATIONAL UNITY,PNU,Male
2042,BIRITHIA,DAVID GITONGA,12,MERU,53,IGEMBE NORTH,261,ANTUAMBUI,IND,INDEPENDENT,IND,Male
2043,GICHUNGE,TITUS MITHIKA,12,MERU,53,IGEMBE NORTH,261,ANTUAMBUI,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2044,KATHEE,KANANU JUDITH,12,MERU,53,IGEMBE NORTH,261,ANTUAMBUI,IND,INDEPENDENT,IND,Female
2045,KUCHIANA,MBURUGU FREDRICK,12,MERU,53,IGEMBE NORTH,261,ANTUAMBUI,13,DEMOCRATIC PARTY OF KENYA,DP,Male
2046,MATI,CEASAR MIRITI MWIRABUA,12,MERU,53,IGEMBE NORTH,261,ANTUAMBUI,27,JUBILEE PARTY,JP,Male
2047,MAUTA,STEPHEN MICHUBU,12,MERU,53,IGEMBE NORTH,261,ANTUAMBUI,IND,INDEPENDENT,IND,Male
2048,MUKARIA,CHARLES JAPHET,12,MERU,53,IGEMBE NORTH,261,ANTUAMBUI,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
2049,MUTHOI,CHARLES MUTETHIA,12,MERU,53,IGEMBE NORTH,261,ANTUAMBUI,IND,INDEPENDENT,IND,Male
2050,MWENDA,JACKSON GITONGA,12,MERU,53,IGEMBE NORTH,261,ANTUAMBUI,14,PARTY OF NATIONAL UNITY,PNU,Male
2051,MWERERIA,SILAS KOBIA,12,MERU,53,IGEMBE NORTH,261,ANTUAMBUI,IND,INDEPENDENT,IND,Male
2052,PHINEAS,MUTHIAINE MUGAMBI,12,MERU,53,IGEMBE NORTH,261,ANTUAMBUI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
2053,ITHICHIA,MICHUBU ISAAC,12,MERU,53,IGEMBE NORTH,262,NTUNENE,31,KENYA PATRIOTS PARTY,KPP,Male
2054,KANAKE,CHRISTOPHER MUTUMA,12,MERU,53,IGEMBE NORTH,262,NTUNENE,IND,INDEPENDENT,IND,Male
2055,KIUNGA,BONFACE MWENDIA,12,MERU,53,IGEMBE NORTH,262,NTUNENE,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
2056,M'MUNGANIA,KIMATHI PATRICK,12,MERU,53,IGEMBE NORTH,262,NTUNENE,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
2057,MAUTA,MWAMBIA MUTUURA JEDIEL,12,MERU,53,IGEMBE NORTH,262,NTUNENE,27,JUBILEE PARTY,JP,Male
2058,MEEME,KABERIA DOUGLAS,12,MERU,53,IGEMBE NORTH,262,NTUNENE,IND,INDEPENDENT,IND,Male
2059,MUGAMBI,MARTIN M'KABURU,12,MERU,53,IGEMBE NORTH,262,NTUNENE,IND,INDEPENDENT,IND,Male
2060,MULIUKI,PATRICK MWIRIGI,12,MERU,53,IGEMBE NORTH,262,NTUNENE,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2061,MUROKI,AMOS MUTEMBEI,12,MERU,53,IGEMBE NORTH,262,NTUNENE,55,ALLIANCE FOR REAL CHANGE,ARK,Male
2062,MWIRABUA,ANDREW MUROKI,12,MERU,53,IGEMBE NORTH,262,NTUNENE,34,SAFINA,SAFINA,Male
2063,NGORE,MAORE GEOFFREY,12,MERU,53,IGEMBE NORTH,262,NTUNENE,14,PARTY OF NATIONAL UNITY,PNU,Male
2064,BAARIU,M'NGAI EDWARD,12,MERU,53,IGEMBE NORTH,263,ANTUBETWE KIONGO,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
2065,INEBU,ANDREW MUTURIA,12,MERU,53,IGEMBE NORTH,263,ANTUBETWE KIONGO,IND,INDEPENDENT,IND,Male
2066,ISAAC,MAORE NTARANGWI,12,MERU,53,IGEMBE NORTH,263,ANTUBETWE KIONGO,27,JUBILEE PARTY,JP,Male
2067,JOSEPH,NKUNJA MAORE,12,MERU,53,IGEMBE NORTH,263,ANTUBETWE KIONGO,31,KENYA PATRIOTS PARTY,KPP,Male
2068,KALIUNGA,GEORGE MUTURIA,12,MERU,53,IGEMBE NORTH,263,ANTUBETWE KIONGO,14,PARTY OF NATIONAL UNITY,PNU,Male
2069,MWENDA,JULIUS MUTEA,12,MERU,53,IGEMBE NORTH,263,ANTUBETWE KIONGO,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2070,MWIRABUA,DANIEL NKUNJA,12,MERU,53,IGEMBE NORTH,263,ANTUBETWE KIONGO,IND,INDEPENDENT,IND,Male
2071,BABU,JULIANA MUGURE,12,MERU,53,IGEMBE NORTH,264,NAATHU,27,JUBILEE PARTY,JP,Female
2072,ERIMBA,SIMION MUTUNGA,12,MERU,53,IGEMBE NORTH,264,NAATHU,44,PARTY OF DEMOCRATIC UNITY,PDU,Male
2073,GABREL,JOSEPH MIRITI,12,MERU,53,IGEMBE NORTH,264,NAATHU,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
2074,KIUNGA,JOSHUA MITHIARU,12,MERU,53,IGEMBE NORTH,264,NAATHU,14,PARTY OF NATIONAL UNITY,PNU,Male
2075,MARUNGA,SAMUEL MUTURA,12,MERU,53,IGEMBE NORTH,264,NAATHU,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2076,MUNGATHIA,PATRICK KINYUA,12,MERU,53,IGEMBE NORTH,264,NAATHU,54,CHAMA CHA MASHINANI,CCM,Male
2077,NTOTENE,BAINYINGI CYPRIAN,12,MERU,53,IGEMBE NORTH,264,NAATHU,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA,Male
2078,NYAHURURU,MUGAMBI PETER HENRY,12,MERU,53,IGEMBE NORTH,264,NAATHU,13,DEMOCRATIC PARTY OF KENYA,DP,Male
2079,KITHINJI,JAMES,12,MERU,53,IGEMBE NORTH,265,AMWATHI,IND,INDEPENDENT,IND,Male
2080,M'ITHAI,SALESIUS MURIUNGI,12,MERU,53,IGEMBE NORTH,265,AMWATHI,IND,INDEPENDENT,IND,Male
2081,MICHAEL,JOHN NTONGAI,12,MERU,53,IGEMBE NORTH,265,AMWATHI,14,PARTY OF NATIONAL UNITY,PNU,Male
2082,Mungathia,Caroline Kananu,12,MERU,53,IGEMBE NORTH,265,AMWATHI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Female
2083,MUROKI,STANLEY,12,MERU,53,IGEMBE NORTH,265,AMWATHI,IND,INDEPENDENT,IND,Male
2084,NDETHI,BENJAMIN MWENDA,12,MERU,53,IGEMBE NORTH,265,AMWATHI,27,JUBILEE PARTY,JP,Male
2085,THURANIRA,HENRY,12,MERU,53,IGEMBE NORTH,265,AMWATHI,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2086,DIONISIO,JIM MUCHUI,12,MERU,54,TIGANIA WEST,266,ATHWANA,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2087,MIKUARI,SIMON MUREITHI,12,MERU,54,TIGANIA WEST,266,ATHWANA,5,CHAMA MWANGAZA DAIMA,CMD,Male
2088,MUGAMBI,THUMATA JAPHET,12,MERU,54,TIGANIA WEST,266,ATHWANA,IND,INDEPENDENT,IND,Male
2089,MURIUNGI,BUNDI SAMUEL,12,MERU,54,TIGANIA WEST,266,ATHWANA,33,KENYA AFRICAN NATIONAL UNION,KANU,Male
2090,MUTUMAH,VICTOR KARITHI,12,MERU,54,TIGANIA WEST,266,ATHWANA,27,JUBILEE PARTY,JP,Male
2091,THEURI,JOAN GACHERI,12,MERU,54,TIGANIA WEST,266,ATHWANA,14,PARTY OF NATIONAL UNITY,PNU,Female
2092,ARUNGAI,KAITHIA DAVID,12,MERU,54,TIGANIA WEST,267,AKITHII,27,JUBILEE PARTY,JP,Male
2093,ETIRIKIA,STEPHEN NTURIBI,12,MERU,54,TIGANIA WEST,267,AKITHII,14,PARTY OF NATIONAL UNITY,PNU,Male
2094,ITHILI,MWENDA JOSEPH,12,MERU,54,TIGANIA WEST,267,AKITHII,IND,INDEPENDENT,IND,Male
2095,KAIBUNGA,BERNARD MUCHUI,12,MERU,54,TIGANIA WEST,267,AKITHII,31,KENYA PATRIOTS PARTY,KPP,Male
2096,KARIMI,REGINA,12,MERU,54,TIGANIA WEST,267,AKITHII,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Female
2097,KIRIANKI,JAMES,12,MERU,54,TIGANIA WEST,267,AKITHII,64,UNITED DEMOCRATIC PARTY,UDP,Male
2098,M'TUORUGOI,PETER MURUNGI,12,MERU,54,TIGANIA WEST,267,AKITHII,47,FARMERS PARTY,FP,Male
2099,MICHIRA,JOHN KAUME,12,MERU,54,TIGANIA WEST,267,AKITHII,56,FORUM FOR REPUBLICAN DEMOCRACY,FORD,Male
2100,MUKULA,JAMES KALAWA,12,MERU,54,TIGANIA WEST,267,AKITHII,13,DEMOCRATIC PARTY OF KENYA,DP,Male
2101,MWAKIRIA,BENARD KIINGA,12,MERU,54,TIGANIA WEST,267,AKITHII,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
2102,TARICHIA,ANTHONY KAUNGA,12,MERU,54,TIGANIA WEST,267,AKITHII,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2103,ABURUKI,JOEL MARIMBA,12,MERU,54,TIGANIA WEST,268,KIANJAI,IND,INDEPENDENT,IND,Male
2104,CHOKERA,JACOB KIMATHI,12,MERU,54,TIGANIA WEST,268,KIANJAI,34,SAFINA,SAFINA,Male
2105,ERINGO,FRANCIS JOSEPH MWONGELA,12,MERU,54,TIGANIA WEST,268,KIANJAI,IND,INDEPENDENT,IND,Male
2106,IGWETA,KEN MUGAMBI NAIBAE,12,MERU,54,TIGANIA WEST,268,KIANJAI,31,KENYA PATRIOTS PARTY,KPP,Male
2107,ITHAI,GEOFFREY J K,12,MERU,54,TIGANIA WEST,268,KIANJAI,44,PARTY OF DEMOCRATIC UNITY,PDU,Male
2108,KAUNYANGI,KITHINJI MARTIN,12,MERU,54,TIGANIA WEST,268,KIANJAI,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
2109,KIANJI,ZAVERIA MWENDWA,12,MERU,54,TIGANIA WEST,268,KIANJAI,14,PARTY OF NATIONAL UNITY,PNU,Female
2110,KIRIANKI,KENNETH GITONGA,12,MERU,54,TIGANIA WEST,268,KIANJAI,IND,INDEPENDENT,IND,Male
2111,KUBAI,JOHN THURANIRA,12,MERU,54,TIGANIA WEST,268,KIANJAI,10,MAZINGIRA GREENS PARTY OF KENYA,MGPK,Male
2112,MAKOTHA,JOEL,12,MERU,54,TIGANIA WEST,268,KIANJAI,47,FARMERS PARTY,FP,Male
2113,MBURUNGA,JAMES KITHIA,12,MERU,54,TIGANIA WEST,268,KIANJAI,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2114,MUTHAURA,STEPHEN,12,MERU,54,TIGANIA WEST,268,KIANJAI,IND,INDEPENDENT,IND,Male
2115,MUTINE,JACKSON KINOTI,12,MERU,54,TIGANIA WEST,268,KIANJAI,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Male
2116,NG'ALA,JOHN BUNDI,12,MERU,54,TIGANIA WEST,268,KIANJAI,27,JUBILEE PARTY,JP,Male
2117,ETHAIBA,JOHN KITHINJI,12,MERU,54,TIGANIA WEST,269,NKOMO,14,PARTY OF NATIONAL UNITY,PNU,Male
2118,KABERIA,STEPHEN KAUNYANGI KABESH,12,MERU,54,TIGANIA WEST,269,NKOMO,IND,INDEPENDENT,IND,Male
2119,KANG'OTE,MUTUMA PHINEAS,12,MERU,54,TIGANIA WEST,269,NKOMO,27,JUBILEE PARTY,JP,Male
2120,KENDI,PHYLIS,12,MERU,54,TIGANIA WEST,269,NKOMO,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K,Female
2121,KINYUA,NAMAN,12,MERU,54,TIGANIA WEST,269,NKOMO,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2122,KITHINJI,DESMUS,12,MERU,54,TIGANIA WEST,269,NKOMO,IND,INDEPENDENT,IND,Male
2123,MUTETHIA,ITABARI JEREMIAH,12,MERU,54,TIGANIA WEST,269,NKOMO,IND,INDEPENDENT,IND,Male
2124,STANLEY,MUCHIRI KUNYANGA,12,MERU,54,TIGANIA WEST,269,NKOMO,IND,INDEPENDENT,IND,Male
2125,GIKURI,MUGENDI PAUL,12,MERU,54,TIGANIA WEST,270,MBEU,67,MAENDELEO CHAP CHAP PARTY,MCCP,Male
2126,KWARIA,ISABELLA MWENDWA,12,MERU,54,TIGANIA WEST,270,MBEU,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Female
2127,M'TUAMWARI,JOSEPH NTONGAI,12,MERU,54,TIGANIA WEST,270,MBEU,27,JUBILEE PARTY,JP,Male
2128,NTOMBURA,MUCHENA DAVID,12,MERU,54,TIGANIA WEST,270,MBEU,14,PARTY OF NATIONAL UNITY,PNU,Male
2129,THURANIRA,JOHN MUGUNA,12,MERU,54,TIGANIA WEST,270,MBEU,13,DEMOCRATIC PARTY OF KENYA,DP,Male
2130,TONNY,KINOT,12,MERU,54,TIGANIA WEST,270,MBEU,IND,INDEPENDENT,IND,Male
2131,AMWIRAH,KITHAKA GIDEON,12,MERU,55,TIGANIA EAST,271,THANGATHA,IND,INDEPENDENT,IND,Male
2132,BARABI,MOSES KARANI,12,MERU,55,TIGANIA EAST,271,THANGATHA,IND,INDEPENDENT,IND,Male
2133,GITUMA,GERVASE KING'ORI,12,MERU,55,TIGANIA EAST,271,THANGATHA,27,JUBILEE PARTY,JP,Male
2134,KIMATHI,ELIJAH PETER,12,MERU,55,TIGANIA EAST,271,THANGATHA,IND,INDEPENDENT,IND,Male
2135,KIRIANKI,ISAIAH,12,MERU,55,TIGANIA EAST,271,THANGATHA,IND,INDEPENDENT,IND,Male
2136,LIMIRI,CHARLES MITHIKA,12,MERU,55,TIGANIA EAST,271,THANGATHA,21,ORANGE DEMOCRATIC MOVEMENT,ODM,Male
2137,M'AMANJA,KOBIA O,12,MERU,55,TIGANIA EAST,271,THANGATHA,13,DEMOCRATIC PARTY OF KENYA,DP,Male
