No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Party Code,Political Party Name,Abbrv
688,KARURU,MICHAEL KAMOTHO,21,MURANG'A,107,KIGUMO,IND,INDEPENDENT,IND
689,MEMIA,LAWRENCE MBURU,21,MURANG'A,107,KIGUMO,IND,INDEPENDENT,IND
690,MUNYORO,JOSEPH KAMAU,21,MURANG'A,107,KIGUMO,IND,INDEPENDENT,IND
691,MWANIKI,RUTH W,21,MURANG'A,107,KIGUMO,27,JUBILEE PARTY,JP
692,WAWERU,BERNARD CHEGE,21,MURANG'A,107,KIGUMO,IND,INDEPENDENT,IND
693,ELIAS,PETER MBAU,21,MURANG'A,108,MARAGWA,IND,INDEPENDENT,IND
694,MBATHA,AMOS MWANZIA,21,MURANG'A,108,MARAGWA,IND,INDEPENDENT,IND
695,NGORU,WILLIAM KAMAU,21,MURANG'A,108,MARAGWA,14,PARTY OF NATIONAL UNITY,PNU
696,NJOROGE,MARY WAMAUA WAITHIRA,21,MURANG'A,108,MARAGWA,27,JUBILEE PARTY,JP
697,WAIRIMU,SAMUEL NDUNGU,21,MURANG'A,108,MARAGWA,IND,INDEPENDENT,IND
698,WAKABUKO,ANTHONY CHEGE,21,MURANG'A,108,MARAGWA,IND,INDEPENDENT,IND
699,GITHAIGA,JAMES NJUGUNA,21,MURANG'A,109,KANDARA,IND,INDEPENDENT,IND
700,INJINIA,STEPHEN MBURU MWAURA,21,MURANG'A,109,KANDARA,IND,INDEPENDENT,IND
701,MUGO,CATHERINE WAIRIMU,21,MURANG'A,109,KANDARA,IND,INDEPENDENT,IND
702,NGANGA,SAMUEL KAMAU,21,MURANG'A,109,KANDARA,33,KENYA AFRICAN NATIONAL UNION,KANU
703,WA RUTH,PHILIP NJUGUNA,21,MURANG'A,109,KANDARA,IND,INDEPENDENT,IND
704,WAHOME,ALICE MUTHONI,21,MURANG'A,109,KANDARA,27,JUBILEE PARTY,JP
705,MUIGAI,PATRICK NGANGA,21,MURANG'A,110,GATANGA,IND,INDEPENDENT,IND
706,MURUGA,PATRICK OTIENO,21,MURANG'A,110,GATANGA,IND,INDEPENDENT,IND
707,NGUGI,JOSEPH NDUATI,21,MURANG'A,110,GATANGA,27,JUBILEE PARTY,JP
708,NJUGUNA,HUMPHREY KIMANI,21,MURANG'A,110,GATANGA,IND,INDEPENDENT,IND
709,KIBATHI,PETER KUNGU,22,KIAMBU,111,GATUNDU SOUTH,IND,INDEPENDENT,IND
710,KINYUA,JOSEPH KUNGU,22,KIAMBU,111,GATUNDU SOUTH,14,PARTY OF NATIONAL UNITY,PNU
711,KOMU,SIMON KIMANI,22,KIAMBU,111,GATUNDU SOUTH,IND,INDEPENDENT,IND
712,KURIA,MOSES KIARIE,22,KIAMBU,111,GATUNDU SOUTH,27,JUBILEE PARTY,JP
713,MBURU,JULIUS NJENGA,22,KIAMBU,111,GATUNDU SOUTH,67,MAENDELEO CHAP CHAP PARTY,MCCP
714,MUIRURI,JULIUS CHEGE,22,KIAMBU,111,GATUNDU SOUTH,IND,INDEPENDENT,IND
715,MWANGI,PAUL KAMAU,22,KIAMBU,111,GATUNDU SOUTH,28,MAENDELEO DEMOCRATIC PARTY,MDP
716,NJOROGE,JOSEPH GITACU,22,KIAMBU,111,GATUNDU SOUTH,IND,INDEPENDENT,IND
717,GICHERU,DOMINIC KANYI,22,KIAMBU,112,GATUNDU NORTH,IND,INDEPENDENT,IND
718,KARIGI,PATRICK MUNGAI,22,KIAMBU,112,GATUNDU NORTH,67,MAENDELEO CHAP CHAP PARTY,MCCP
719,KEZIAH,JOHN NJENGA,22,KIAMBU,112,GATUNDU NORTH,IND,INDEPENDENT,IND
720,KIBEH,ANNIE WANJIKU,22,KIAMBU,112,GATUNDU NORTH,27,JUBILEE PARTY,JP
721,KIHIU,JOSEPH GITHUKA,22,KIAMBU,112,GATUNDU NORTH,13,DEMOCRATIC PARTY OF KENYA,DP
722,NJENGA,FRANCIS KIGO,22,KIAMBU,112,GATUNDU NORTH,IND,INDEPENDENT,IND
723,WAIBARA,CLEMENT KUNG'U,22,KIAMBU,112,GATUNDU NORTH,IND,INDEPENDENT,IND
724,CHEGE,DORCAS WANJIRU,22,KIAMBU,113,JUJA,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
725,KURIA,DAVID MWANGI,22,KIAMBU,113,JUJA,17,AGANO PARTY,AGANO
726,MWANGI,KARIUKI CHEGE,22,KIAMBU,113,JUJA,IND,INDEPENDENT,IND
727,MWAURA,LUCAS CHEGE,22,KIAMBU,113,JUJA,14,PARTY OF NATIONAL UNITY,PNU
728,NDUNG'U,ANTONY KIRORI,22,KIAMBU,113,JUJA,67,MAENDELEO CHAP CHAP PARTY,MCCP
729,NDUNG'U,GEORGE KOIMBURI,22,KIAMBU,113,JUJA,47,FARMERS PARTY,FP
730,WAITITU,FRANCIS MUNYUA,22,KIAMBU,113,JUJA,27,JUBILEE PARTY,JP
731,GATHECHA,GEORGE MURITU,22,KIAMBU,114,THIKA TOWN,67,MAENDELEO CHAP CHAP PARTY,MCCP
732,JUNGLE,PATRICK KIMANI WAINAINA,22,KIAMBU,114,THIKA TOWN,IND,INDEPENDENT,IND
733,NG'ANG'A,ALICE WAMBUI,22,KIAMBU,114,THIKA TOWN,27,JUBILEE PARTY,JP
734,KIHOTI,ROSE KARIMI,22,KIAMBU,115,RUIRU,IND,INDEPENDENT,IND
735,KINGARA,SIMON NGANGA,22,KIAMBU,115,RUIRU,27,JUBILEE PARTY,JP
736,OTIENO,ERIC DONALD O RAGALO,22,KIAMBU,115,RUIRU,21,ORANGE DEMOCRATIC MOVEMENT,ODM
737,THUO,EDWIN MUNGAI,22,KIAMBU,115,RUIRU,IND,INDEPENDENT,IND
738,GACHUKI,JOHN NGATA,22,KIAMBU,116,GITHUNGURI,IND,INDEPENDENT,IND
739,KINUTHIA,STEPHEN NDICHU,22,KIAMBU,116,GITHUNGURI,IND,INDEPENDENT,IND
740,MACHUA,FRANCIS MBURU,22,KIAMBU,116,GITHUNGURI,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
741,MILLER,CHRISTINE,22,KIAMBU,116,GITHUNGURI,IND,INDEPENDENT,IND
742,MUIRURI,JAMES GITHAE MBURU,22,KIAMBU,116,GITHUNGURI,14,PARTY OF NATIONAL UNITY,PNU
743,MUKUHA,GABRIEL KAGO,22,KIAMBU,116,GITHUNGURI,27,JUBILEE PARTY,JP
744,NGARUIYA,MUMBI MUNGAI,22,KIAMBU,116,GITHUNGURI,34,SAFINA,SAFINA
745,THUKU,HARRISON KARIIRA,22,KIAMBU,116,GITHUNGURI,21,ORANGE DEMOCRATIC MOVEMENT,ODM
746,NJOMO,JUDE L KANGETHE,22,KIAMBU,117,KIAMBU,27,JUBILEE PARTY,JP
747,WAIGURU,GEORGE MUNGAI,22,KIAMBU,117,KIAMBU,44,PARTY OF DEMOCRATIC UNITY,PDU
748,GICHIA,EVANS S WAINAINA,22,KIAMBU,118,KIAMBAA,75,EMPOWERMENT AND LIBERATION PARTY,ELP
749,KABAH,JOSEPH KIHANYA,22,KIAMBU,118,KIAMBAA,IND,INDEPENDENT,IND
750,KOINANGE,PAUL,22,KIAMBU,118,KIAMBAA,27,JUBILEE PARTY,JP
751,MBUGUA,JAMES NJURU,22,KIAMBU,118,KIAMBAA,34,SAFINA,SAFINA
752,MUNGE,JOHN KAHUGU,22,KIAMBU,118,KIAMBAA,33,KENYA AFRICAN NATIONAL UNION,KANU
753,NJAMA WAINAINA,KARANJA KARIRI,22,KIAMBU,118,KIAMBAA,IND,INDEPENDENT,IND
754,KANGANGI,MILTON MULONZIA,22,KIAMBU,119,KABETE,IND,INDEPENDENT,IND
755,NDIRANGU,ISAIAH GICHU,22,KIAMBU,119,KABETE,44,PARTY OF DEMOCRATIC UNITY,PDU
756,NJERI,PETER MBUGUA,22,KIAMBU,119,KABETE,21,ORANGE DEMOCRATIC MOVEMENT,ODM
757,NJUGUNA,THIRU KARANJA,22,KIAMBU,119,KABETE,IND,INDEPENDENT,IND
758,NYAWIRA,KENNEDY TETU,22,KIAMBU,119,KABETE,IND,INDEPENDENT,IND
759,WAMACUKURU,JAMES GITHUA KAMAU,22,KIAMBU,119,KABETE,27,JUBILEE PARTY,JP
760,ICHUNG`WAH,ANTHONY KIMANI,22,KIAMBU,120,KIKUYU,27,JUBILEE PARTY,JP
761,CHEGE,JOHN KIRAGU,22,KIAMBU,121,LIMURU,IND,INDEPENDENT,IND
762,KAMAU,CHARLES MWANIKI,22,KIAMBU,121,LIMURU,IND,INDEPENDENT,IND
763,MAARA,GEORGE JONATHAN,22,KIAMBU,121,LIMURU,IND,INDEPENDENT,IND
764,MWATHI,PETER MUNGAI,22,KIAMBU,121,LIMURU,27,JUBILEE PARTY,JP
765,BURUGU,JOHN NJUGUNA,22,KIAMBU,122,LARI,IND,INDEPENDENT,IND
766,DAVID,PATRICK WAINAINA,22,KIAMBU,122,LARI,21,ORANGE DEMOCRATIC MOVEMENT,ODM
767,KAHANGARA,JOSEPH MBURU,22,KIAMBU,122,LARI,IND,INDEPENDENT,IND
768,MWANGI,JONAH MBURU,22,KIAMBU,122,LARI,27,JUBILEE PARTY,JP
769,MWAURA,DAVID NJUGUNA,22,KIAMBU,122,LARI,IND,INDEPENDENT,IND
770,MWENJA,DOMINIC MBUGUA,22,KIAMBU,122,LARI,13,DEMOCRATIC PARTY OF KENYA,DP
771,NJENG'WA,JOSEPH MUNGAI,22,KIAMBU,122,LARI,14,PARTY OF NATIONAL UNITY,PNU
772,NYAMBURA,SAMUEL NJAGU,22,KIAMBU,122,LARI,IND,INDEPENDENT,IND
773,IMUTON,JOSEPH EKALALE,23,TURKANA,123,TURKANA NORTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
774,NABUIN,PAUL EKWOM,23,TURKANA,123,TURKANA NORTH,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
775,NAKULEU,CHRISTOPHER DOYE,23,TURKANA,123,TURKANA NORTH,27,JUBILEE PARTY,JP
776,EKOMWA,SYLVESTER KUYA,23,TURKANA,124,TURKANA WEST,IND,INDEPENDENT,IND
777,EWOI,ALOTO,23,TURKANA,124,TURKANA WEST,62,AMANI NATIONAL CONGRESS,ANC
778,LOKAIMOE,PATRICK LOSIKE,23,TURKANA,124,TURKANA WEST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
779,NANOK,DANIEL EPUYO,23,TURKANA,124,TURKANA WEST,27,JUBILEE PARTY,JP
780,EKAI,SIMON EWOI,23,TURKANA,125,TURKANA CENTRAL,27,JUBILEE PARTY,JP
781,KAISSA,JOHN IYENAI LOKOL,23,TURKANA,125,TURKANA CENTRAL,67,MAENDELEO CHAP CHAP PARTY,MCCP
782,NAKARA,JOHN LODEPE,23,TURKANA,125,TURKANA CENTRAL,21,ORANGE DEMOCRATIC MOVEMENT,ODM
783,AKUJAH,PROTUS EWESIT,23,TURKANA,126,LOIMA,27,JUBILEE PARTY,JP
784,LOMORUKAI,JEREMIAH EKAMAIS,23,TURKANA,126,LOIMA,21,ORANGE DEMOCRATIC MOVEMENT,ODM
785,AULE,JOHN LOKAALE,23,TURKANA,127,TURKANA SOUTH,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
786,ELIM,JOSEPH JUMAPILI,23,TURKANA,127,TURKANA SOUTH,IND,INDEPENDENT,IND
787,JAMES,EKOMWA LOMENEN,23,TURKANA,127,TURKANA SOUTH,27,JUBILEE PARTY,JP
788,KIDALIO,JAMES EKIRU,23,TURKANA,127,TURKANA SOUTH,62,AMANI NATIONAL CONGRESS,ANC
789,LYNUS,EBENYO EKUWAM,23,TURKANA,127,TURKANA SOUTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
790,ATUKO,ROBERT KAMARO LOCHUCH,23,TURKANA,128,TURKANA EAST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
791,EWOTON,TONEY NASIA,23,TURKANA,128,TURKANA EAST,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
792,MOHAMMED,LOKIRU ALI,23,TURKANA,128,TURKANA EAST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
793,NIXON,NGIKOR NICHOLAS,23,TURKANA,128,TURKANA EAST,27,JUBILEE PARTY,JP
794,CHEDOTUM,CHARLES MAYWA,24,WEST POKOT,129,KAPENGURIA,IND,INDEPENDENT,IND
795,CHEPELION,LUKA KAPOGHIOTWO,24,WEST POKOT,129,KAPENGURIA,33,KENYA AFRICAN NATIONAL UNION,KANU
796,CHUMEL,SAMWEL MOROTO,24,WEST POKOT,129,KAPENGURIA,27,JUBILEE PARTY,JP
797,KENDAGOR,OBADIAH CHERUIYOT,24,WEST POKOT,129,KAPENGURIA,67,MAENDELEO CHAP CHAP PARTY,MCCP
798,MAIBEN,JOSEPH MURUPUS,24,WEST POKOT,129,KAPENGURIA,62,AMANI NATIONAL CONGRESS,ANC
799,RICHARD,TODOSIA RUTO,24,WEST POKOT,129,KAPENGURIA,21,ORANGE DEMOCRATIC MOVEMENT,ODM
800,SIWATUM,HARON RUTTO,24,WEST POKOT,129,KAPENGURIA,2,THE NATIONAL VISION PARTY,NVP
801,KALIAKAMUR,EMMANUEL LOKICHA,24,WEST POKOT,130,SIGOR,21,ORANGE DEMOCRATIC MOVEMENT,ODM
802,LOCHAKAPONG,PETER,24,WEST POKOT,130,SIGOR,27,JUBILEE PARTY,JP
803,NALELIA,STEPHEN PKIROR,24,WEST POKOT,130,SIGOR,33,KENYA AFRICAN NATIONAL UNION,KANU
804,ROTINO,PHILIP LOTIOLO RUTO,24,WEST POKOT,130,SIGOR,54,CHAMA CHA MASHINANI,CCM
805,JOHN,LODINYO LOKITARE,24,WEST POKOT,131,KACHELIBA,27,JUBILEE PARTY,JP
806,LOMUNOKOL,MARK,24,WEST POKOT,131,KACHELIBA,15,PARTY FOR DEVELOPMENT AND REFORM,PDR
807,LONGOLOMOI,IBRAHIM PKIYACH,24,WEST POKOT,131,KACHELIBA,33,KENYA AFRICAN NATIONAL UNION,KANU
808,PETER,LOKOILERENG ALANY,24,WEST POKOT,131,KACHELIBA,67,MAENDELEO CHAP CHAP PARTY,MCCP
809,KALEKEM,SIMON LOKANYA,24,WEST POKOT,132,POKOT SOUTH,54,CHAMA CHA MASHINANI,CCM
810,KOLIMUK,STEPHEN,24,WEST POKOT,132,POKOT SOUTH,33,KENYA AFRICAN NATIONAL UNION,KANU
811,PKOSING,DAVID LOSIAKOU,24,WEST POKOT,132,POKOT SOUTH,27,JUBILEE PARTY,JP
812,LELELIT,JONATHAN LATI,25,SAMBURU,133,SAMBURU WEST,27,JUBILEE PARTY,JP
813,LENANGURAM,JOSEPH PARTESI,25,SAMBURU,133,SAMBURU WEST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
814,LENGALA,DAVID WILLIAM,25,SAMBURU,133,SAMBURU WEST,76,THIRDWAY ALLIANCE KENYA,TAK
815,LEPARACHAU,JOSHUA SAMBIYENI,25,SAMBURU,133,SAMBURU WEST,13,DEMOCRATIC PARTY OF KENYA,DP
816,LESUUDA,JOSEPHINE NAISULA,25,SAMBURU,133,SAMBURU WEST,33,KENYA AFRICAN NATIONAL UNION,KANU
817,JOHN,EKUNYUK,25,SAMBURU,134,SAMBURU NORTH,62,AMANI NATIONAL CONGRESS,ANC
818,LENGEES,PETER STEVE,25,SAMBURU,134,SAMBURU NORTH,33,KENYA AFRICAN NATIONAL UNION,KANU
819,LENTOIMAGA,ALOIS MUSA,25,SAMBURU,134,SAMBURU NORTH,27,JUBILEE PARTY,JP
820,LEPATOYIE,STEFANO DAVOLI,25,SAMBURU,134,SAMBURU NORTH,46,FRONTIER ALLIANCE PARTY,FAP
821,JONATHAN,LALAMPAA TOM,25,SAMBURU,135,SAMBURU EAST,1,NATIONAL RAINBOW COALITION- KENYA,NARC-KENYA
822,LEARKA,BENJAMIN LEMOSI,25,SAMBURU,135,SAMBURU EAST,44,PARTY OF DEMOCRATIC UNITY,PDU
823,LEKUMONTARE,LENTOI JONI L JACKSON,25,SAMBURU,135,SAMBURU EAST,33,KENYA AFRICAN NATIONAL UNION,KANU
824,LEMERKETO,ROBERT,25,SAMBURU,135,SAMBURU EAST,IND,INDEPENDENT,IND
825,LESANJIR,MAVAN,25,SAMBURU,135,SAMBURU EAST,54,CHAMA CHA MASHINANI,CCM
826,LESHORE,LEO LENAS,25,SAMBURU,135,SAMBURU EAST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
827,LETIMALO,RAPHAEL LAKALEI,25,SAMBURU,135,SAMBURU EAST,27,JUBILEE PARTY,JP
828,BARASA,DICKSON SILOMELOH,26,TRANS NZOIA,136,KWANZA,8,RESTORE AND BUILD KENYA,RBK
829,CHESANG,ALLAN KIPROTICH,26,TRANS NZOIA,136,KWANZA,IND,INDEPENDENT,IND
830,MALENYA,NICK BIKETI,26,TRANS NZOIA,136,KWANZA,62,AMANI NATIONAL CONGRESS,ANC
831,MASIGA,NICHOLAS WAMALWA,26,TRANS NZOIA,136,KWANZA,49,FEDERAL PARTY OF KENYA,FPK
832,NYARANGO,MATHEWS MACIIRA,26,TRANS NZOIA,136,KWANZA,IND,INDEPENDENT,IND
833,WAFULLAH,SAMUEL BARAZA,26,TRANS NZOIA,136,KWANZA,IND,INDEPENDENT,IND
834,WANYONYI,FERDINARD KEVIN,26,TRANS NZOIA,136,KWANZA,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
835,WERUNGA,JOSHUA MUTOTO,26,TRANS NZOIA,136,KWANZA,27,JUBILEE PARTY,JP
836,MOIBEN,PAUL KISORO,26,TRANS NZOIA,137,ENDEBESS,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
837,NAKITARE,DAVIS WAFULA,26,TRANS NZOIA,137,ENDEBESS,2,THE NATIONAL VISION PARTY,NVP
838,PUKOSE,DR ROBERT,26,TRANS NZOIA,137,ENDEBESS,27,JUBILEE PARTY,JP
839,SIMIYU,ROMBORAH,26,TRANS NZOIA,137,ENDEBESS,62,AMANI NATIONAL CONGRESS,ANC
840,WEKESA,PETER,26,TRANS NZOIA,137,ENDEBESS,21,ORANGE DEMOCRATIC MOVEMENT,ODM
841,KUKO,JONAS MISTO VINCENT,26,TRANS NZOIA,138,SABOTI,27,JUBILEE PARTY,JP
842,LUYAI,CALEB AMISI,26,TRANS NZOIA,138,SABOTI,21,ORANGE DEMOCRATIC MOVEMENT,ODM
843,MAKETE,JOHN SIMIYU,26,TRANS NZOIA,138,SABOTI,IND,INDEPENDENT,IND
844,MAKONA,ROBERT WANJALA,26,TRANS NZOIA,138,SABOTI,IND,INDEPENDENT,IND
845,MUTACHO,OMARI WAFULA ASMAN,26,TRANS NZOIA,138,SABOTI,IND,INDEPENDENT,IND
846,NANGULU,WILLIAM SAKARI,26,TRANS NZOIA,138,SABOTI,IND,INDEPENDENT,IND
847,PEPELA,JOSEPH KHISAH,26,TRANS NZOIA,138,SABOTI,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
848,PSIWA,MILKAH CHELAGAT,26,TRANS NZOIA,138,SABOTI,33,KENYA AFRICAN NATIONAL UNION,KANU
849,BARTAI,KEN KIPNGETICH KOECH,26,TRANS NZOIA,139,KIMININI,IND,INDEPENDENT,IND
850,KUSIMBA,PETER BARASA,26,TRANS NZOIA,139,KIMININI,62,AMANI NATIONAL CONGRESS,ANC
851,MBAGAYA,JULIUS AYUB,26,TRANS NZOIA,139,KIMININI,27,JUBILEE PARTY,JP
852,NAMWETAKO,ALFRED MANGOLI,26,TRANS NZOIA,139,KIMININI,33,KENYA AFRICAN NATIONAL UNION,KANU
853,WAKHUNGU,CHRISANTUS WAMALWA,26,TRANS NZOIA,139,KIMININI,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
854,WAMALWA,ROBERT,26,TRANS NZOIA,139,KIMININI,IND,INDEPENDENT,IND
855,WANYAMA,BENSON WAFULA,26,TRANS NZOIA,139,KIMININI,IND,INDEPENDENT,IND
856,BARASA,PATRICK SIMIYU,26,TRANS NZOIA,140,CHERANGANY,23,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,FORD-KENYA
857,BIWOTT,JOSEPH KORIR,26,TRANS NZOIA,140,CHERANGANY,46,FRONTIER ALLIANCE PARTY,FAP
858,CHEBET,BENJAMIN KIPLANGAT,26,TRANS NZOIA,140,CHERANGANY,IND,INDEPENDENT,IND
859,ISEME,MEULEDI KITONGO MABRUKI,26,TRANS NZOIA,140,CHERANGANY,62,AMANI NATIONAL CONGRESS,ANC
860,KADIMA,ALFRED SAHANI,26,TRANS NZOIA,140,CHERANGANY,21,ORANGE DEMOCRATIC MOVEMENT,ODM
861,KORIR,WESLEY KIPCHUMBA,26,TRANS NZOIA,140,CHERANGANY,IND,INDEPENDENT,IND
862,KUSIMBA,ANTONY IGNATIUS SIMIYU,26,TRANS NZOIA,140,CHERANGANY,IND,INDEPENDENT,IND
863,MUDAIDA,CRISPUS YANKEM,26,TRANS NZOIA,140,CHERANGANY,IND,INDEPENDENT,IND
864,ROTICH,JOSEPH KIPRUTO,26,TRANS NZOIA,140,CHERANGANY,33,KENYA AFRICAN NATIONAL UNION,KANU
865,SAIDI,MILCAH NANGEKHE,26,TRANS NZOIA,140,CHERANGANY,IND,INDEPENDENT,IND
866,SEREM,JOSHUA KUTUNY,26,TRANS NZOIA,140,CHERANGANY,27,JUBILEE PARTY,JP
867,WAWERU,WILFRED BORO,26,TRANS NZOIA,140,CHERANGANY,IND,INDEPENDENT,IND
868,BII,JONATHAN KIMELI,27,UASIN GISHU,141,SOY,33,KENYA AFRICAN NATIONAL UNION,KANU
869,KOSITANY,CALEB KIPKEMEI,27,UASIN GISHU,141,SOY,27,JUBILEE PARTY,JP
870,KURGAT,STANLEY KIPLIMO,27,UASIN GISHU,141,SOY,IND,INDEPENDENT,IND
871,SITIENEI,KIPKOSGEI KEMEI,27,UASIN GISHU,141,SOY,14,PARTY OF NATIONAL UNITY,PNU
872,KIPROTICH,TONY,27,UASIN GISHU,142,TURBO,IND,INDEPENDENT,IND
873,LAGAT,DAVID SONGOK,27,UASIN GISHU,142,TURBO,21,ORANGE DEMOCRATIC MOVEMENT,ODM
874,MASAKHWE,PETER WAMBUTHSI,27,UASIN GISHU,142,TURBO,62,AMANI NATIONAL CONGRESS,ANC
875,OBAGA,HARLESTONE MUYERA,27,UASIN GISHU,142,TURBO,67,MAENDELEO CHAP CHAP PARTY,MCCP
876,OKWARA,KEVIN KENNETH,27,UASIN GISHU,142,TURBO,27,JUBILEE PARTY,JP
877,SITIENEI,JANET JEPKEMBOI,27,UASIN GISHU,142,TURBO,IND,INDEPENDENT,IND
878,SONGOK,ISHMAEL KIPKEMBOI,27,UASIN GISHU,142,TURBO,IND,INDEPENDENT,IND
879,KIBIEGO,MICHAEL KIPLAGAT,27,UASIN GISHU,143,MOIBEN,IND,INDEPENDENT,IND
880,KIYENY,LABAN KIBIWOT,27,UASIN GISHU,143,MOIBEN,21,ORANGE DEMOCRATIC MOVEMENT,ODM
881,KOECH,EZEKIEL KIPRUTO,27,UASIN GISHU,143,MOIBEN,IND,INDEPENDENT,IND
882,SUM,KENNETH KIPROP,27,UASIN GISHU,143,MOIBEN,IND,INDEPENDENT,IND
883,TANUI,HILLARY KIPKOGEI,27,UASIN GISHU,143,MOIBEN,54,CHAMA CHA MASHINANI,CCM
884,TIREN,SILAS KIPKOECH,27,UASIN GISHU,143,MOIBEN,27,JUBILEE PARTY,JP
885,CHEPKONG'A,SAMUEL KIPRONO,27,UASIN GISHU,144,AINABKOI,27,JUBILEE PARTY,JP
886,CHEPKUT,WILLIAM KAMUREN CHIRCHIR,27,UASIN GISHU,144,AINABKOI,IND,INDEPENDENT,IND
887,MOSI,WYCLIFFE,27,UASIN GISHU,144,AINABKOI,IND,INDEPENDENT,IND
888,TOROITICH,CHERONO RAYMOND,27,UASIN GISHU,144,AINABKOI,33,KENYA AFRICAN NATIONAL UNION,KANU
889,BETT,JOEL KIPKEMBOI,27,UASIN GISHU,145,KAPSERET,IND,INDEPENDENT,IND
890,KIPKURUI,JOHN JOSEAH RONO,27,UASIN GISHU,145,KAPSERET,33,KENYA AFRICAN NATIONAL UNION,KANU
891,ROTICH,JOHN KIPKOECH,27,UASIN GISHU,145,KAPSERET,IND,INDEPENDENT,IND
892,SEREM,CHRISTOPHER KIPLAGAT,27,UASIN GISHU,145,KAPSERET,3,THE LABOUR PARTY OF KENYA,LPK
893,SUDI,OSCAR KIPCHUMBA,27,UASIN GISHU,145,KAPSERET,27,JUBILEE PARTY,JP
894,KIPKORIR,CORNELIUS,27,UASIN GISHU,146,KESSES,33,KENYA AFRICAN NATIONAL UNION,KANU
895,KOSKEI,GILBERT KIPSANG,27,UASIN GISHU,146,KESSES,IND,INDEPENDENT,IND
896,MISHRA,SWARUP RANJAN,27,UASIN GISHU,146,KESSES,27,JUBILEE PARTY,JP
897,BOWEN,DAVID KANGOGO,28,ELGEYO MARAKWET,147,MARAKWET EAST,27,JUBILEE PARTY,JP
898,BOWEN,MARK,28,ELGEYO MARAKWET,147,MARAKWET EAST,IND,INDEPENDENT,IND
899,CHERUTICH,JONAH KHAMATHEW,28,ELGEYO MARAKWET,147,MARAKWET EAST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
900,KILIMO,LINAH JEBII,28,ELGEYO MARAKWET,147,MARAKWET EAST,IND,INDEPENDENT,IND
901,MARRIRMOI,JOHN KIPTOO,28,ELGEYO MARAKWET,147,MARAKWET EAST,33,KENYA AFRICAN NATIONAL UNION,KANU
902,CHEPKOLE,SAMUEL CHEBOI,28,ELGEYO MARAKWET,148,MARAKWET WEST,IND,INDEPENDENT,IND
903,CHESEREK,BENSON KANDA,28,ELGEYO MARAKWET,148,MARAKWET WEST,IND,INDEPENDENT,IND
904,KAINO,BOAZ KIPCHUMBA,28,ELGEYO MARAKWET,148,MARAKWET WEST,2,THE NATIONAL VISION PARTY,NVP
905,KIMAIYO,ELKANAH KIMURGOR,28,ELGEYO MARAKWET,148,MARAKWET WEST,21,ORANGE DEMOCRATIC MOVEMENT,ODM
906,KIPLAGAT,BENJAMIN KIPKOSGEI,28,ELGEYO MARAKWET,148,MARAKWET WEST,33,KENYA AFRICAN NATIONAL UNION,KANU
907,KISANG,WILLIAM KIPKEMOI,28,ELGEYO MARAKWET,148,MARAKWET WEST,27,JUBILEE PARTY,JP
908,TANGUS,MARY CHEPCHIRCHIR,28,ELGEYO MARAKWET,148,MARAKWET WEST,12,WIPER DEMOCRATIC MOVEMENT- KENYA,WDM-K
909,CHEBIEGO,JULIUS KOSGEI,28,ELGEYO MARAKWET,149,KEIYO NORTH,IND,INDEPENDENT,IND
910,KEMBOI,JACKSON KIPROTICH,28,ELGEYO MARAKWET,149,KEIYO NORTH,33,KENYA AFRICAN NATIONAL UNION,KANU
911,KIMNGETICH,MAGDALINE KARIA,28,ELGEYO MARAKWET,149,KEIYO NORTH,67,MAENDELEO CHAP CHAP PARTY,MCCP
912,KIPRUTO,WILLIAM,28,ELGEYO MARAKWET,149,KEIYO NORTH,21,ORANGE DEMOCRATIC MOVEMENT,ODM
913,KIPSANGUT,JOHN KIMELI,28,ELGEYO MARAKWET,149,KEIYO NORTH,IND,INDEPENDENT,IND
914,MURGOR,JAMES KIPKOSGEI,28,ELGEYO MARAKWET,149,KEIYO NORTH,27,JUBILEE PARTY,JP
915,KATUI,KENFREY KIPCHUMBA,28,ELGEYO MARAKWET,150,KEIYO SOUTH,2,THE NATIONAL VISION PARTY,NVP
